kegg	mnx_id	bigg	seed	metacyc	description	ambiguous
C08754	MNXM44853		cpd05659		Brusatol	
C08755	MNXM45779		cpd05660		Castelanone	
C08756	MNXM46251		cpd05661		Chaparrin	
C08757	MNXM46252		cpd05662		Chaparrinone	
C08758	MNXM46253		cpd05663		Chaparrolide	
C08759	MNXM52989		cpd05664		Eurycomalactone	
C08760	MNXM55015		cpd05665		Glaucarubin	
C08761	MNXM38834		cpd05666		6-Methoxy-alpha-pyrufuran	
C08762	MNXM38915		cpd05667		6-O-Methyleuparin||1-(6-Methoxy-2-prop-1-en-2-yl-1-benzofuran-5-yl)ethanone	
C08763	MNXM55016		cpd05668		Glaucarubinone	
C08764	MNXM55017		cpd05669		Glaucarubolone	
C08765	MNXM738123		cpd05670		Glycinoeclepin A	
C08766	MNXM55934		cpd05671		Harrisonin	
C08767	MNXM33298		cpd05672		12alpha-Hydroxyamoorstatin	
C08768	MNXM57052		cpd05673		Ichangin	
C08769	MNXM57829		cpd05674		Isobrucein A	
C08770	MNXM57830		cpd05675		Isobrucein B	
C08771	MNXM64406		cpd05676		Neoquassin	
C08772	MNXM64615		cpd05677		Nigakihemiacetal A	
C08773	MNXM64845		cpd05678		Nomilin	
C08774	MNXM61708		cpd05679		(Z)-Dehydromatricaria ester||(Z)-2-Decene-4,6,8-triynoic acid methyl ester||cis-Dehydromatricaria ester	
C08775	MNXM65225		cpd05680		Obacunone	
C08776	MNXM76572		cpd05681		Picrasin C||Nigakilactone J||Quassin	
C08777	MNXM1370964				Quassimarin	
C08778	MNXM80079		cpd05683		Quassin||Nigakilactone D	
C08779	MNXM81191		cpd05684		Rutaevin	
C08780	MNXM726621		cpd05685		Salannin	
C08781	MNXM81449		cpd05686		Samaderin A	
C08782	MNXM81889		cpd05687		Sergeolide	
C08783	MNXM1372390				Simalikilactone D	
C08784	MNXM82506		cpd05689		Soularubinone	
C08789	MNXM44862		cpd05694		Bryodulcosigenin	
C08790	MNXM45692		cpd05695		Carnosifloside I	
C08791	MNXM45693		cpd05696		Carnosifloside III	
C08792	MNXM45694		cpd05697		Carnosifloside VI	
C08793	MNXM47871		cpd05698	CPD-5201	Cucurbitacin A	
C08794	MNXM735349		cpd05699	CPD-5202	Cucurbitacin B	
C08795	MNXM1369681		cpd05700	CPD-26235	Cucurbitacin C	
C08796	MNXM1369683		cpd05701	CPD-26236	Cucurbitacin D	
C08797	MNXM1370991			CPD-5203	Cucurbitacin E	
C08798	MNXM1371785			CPD-5302	Cucurbitacin F	
C08799	MNXM47877		cpd05704	CPD-26237	Cucurbitacin H	
C08800	MNXM1369685			CPD-5303	Cucurbitacin I	
C08801	MNXM1369688				Cucurbitacin J	
C08802	MNXM1369690			CPD-26239	Cucurbitacin L	
C08803	MNXM47881		cpd05708		Cucurbitacin O	
C08804	MNXM47882		cpd05709		Cucurbitacin P	
C08805	MNXM47883		cpd05710		Cucurbitacin Q	
C08806	MNXM1369692			CPD-26243	Cucurbitacin S	
C08807	MNXM1369103				11-Deoxocucurbitacin I	
C08808	MNXM55668		cpd05713		Gratiogenin	
C08809	MNXM1372404				Spinoside A	
C08810	MNXM40478		cpd05715		Ajugalactone	
C08811	MNXM40480		cpd05716		Ajugasterone C||2beta,3beta,11alpha,14,20,22R-Hexahydroxy-5beta-cholest-7-en-6-one	
C08813	MNXM1370963	brasstrl	cpd05718	CPD-4161	Brassicasterol||(3beta,22E)-Ergosta-5,22-dien-3-ol	
C08814	MNXM739698		cpd05719	CPD-697	Brassinolide	
C08815	MNXM40421		cpd13334		Agar	
C08816	MNXM47985		cpd05720		Cyasterone	
C08817	MNXM1107486		cpd05721	CPD-22095	Fucosterol	
C08818	MNXM45720		cpd13335		Carrageenan	
C08819	MNXM45283		cpd05722|cpd17263		Inokosterone	kegg(2),seed(2)
C08821	MNXM737160		cpd05717	CPD-4127	Isofucosterol||Delta5-Avenasterol	
C08822	MNXM55776		cpd13337		Gum arabic	
C08823	MNXM724895		cpd05724		Lichesterol||(3beta,22E)-Ergosta-5,8,22-trien-3-ol	
C08825	MNXM736078		cpd05725|cpd24476	4-ALPHA-METHYL-5-ALPHA	Lophenol||4-Methylcholest-7-en-3-ol||4alpha-Methyl-5alpha-cholest-7-en-3beta-ol	seed(2)
C08827	MNXM55779		cpd13340		Gum tragacanth||Tragacanth	
C08829	MNXM60978		cpd05726		Makisterone B	
C08830	MNXM1108276		cpd05727	CPD-696	24-Methylidenecycloartanol||24-Methylenecycloartanol||4alpha,4beta,14alpha-Trimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-3beta-ol||9,19-Cyclolanostan-3-o1, 24-methylene-, (3beta)-	
C08831	MNXM738906		cpd05728		Miroestrol	
C08832	MNXM77148		cpd05729		Podecdysone B	
C08833	MNXM77188		cpd05730		Pollinastanol	
C08834	MNXM77742		cpd05731		Polypodine B||2beta,3beta,5beta,14,20,22R,25-Heptahydroxycholest-7-en-6-one	
C08835	MNXM77808		cpd05732	CPD-15707	Ponasterone A||25-Deoxycedysterone||2beta,3beta,14,20,22-Pentahydroxy-5beta-cholest-7-en-6-one	
C08836	MNXM680737		cpd05733	CPD-24179	Poriferasterol||(3beta,22E,24R)-Stigmasta-5,22-dien-3-ol	
C08837	MNXM77875		cpd05734		Poststerone||(2beta,3beta,5beta)-2,3,14-Trihydroxypregn-7-ene-6,20-dione	
C08838	MNXM79666		cpd05735		Pterosterone	
C08839	MNXM739422		cpd05736		Schottenol||(3beta,5alpha)-Stigmast-7-en-3-ol||7-Stigmastenol	
C08840	MNXM735792		cpd05737	CPD-25303	alpha-Spinasterol||Spinasterol	
C08841	MNXM113931		cpd05738	CPD-21540	Withaferin A	
C08842	MNXM1372128			CPD-24472	Withanolide D	
C08843	MNXM40325		cpd05740		Adonitoxin||Adonitoxigenin 3-O-alpha-L-rhamnoside	
C08844	MNXM62526		cpd05741		Moracin A	
C08845	MNXM40368		cpd05742		Adynerin||Adynerigenin 3-O-beta-D-diginoside	
C08846	MNXM62614		cpd05743		Mulberrofuran A	
C08847	MNXM40956		cpd05744		alpha-Antiarin||Antiarigenin 3-O-beta-D-antiaroside	
C08848	MNXM42281		cpd05745		Antioside||Antiogenin 3-O-alpha-L-rhamnoside	
C08849	MNXM42787		cpd05746		Asclepin||3'-O-Acetylcalotropin	
C08850	MNXM42828		cpd05747		Aspecioside	
C08851	MNXM44358		cpd05748		Bipindoside	
C08852	MNXM44864		cpd05749		Bryophyllin A	
C08853	MNXM44866		cpd05750	CPD-22595	Bryotoxin A	
C08854	MNXM45196		cpd05751		Calactin	
C08855	MNXM45304		cpd05752		Calotropin	
C08857	MNXM46135		cpd05754		Cerbertin	
C08858	MNXM1363852		cpd05755		Convallatoxin||Strophanthidin 3-O-alpha-L-rhamnoside	
C08859	MNXM48259		cpd05756		Cymarin||Strophanthidin 3-O-beta-D-cymaroside	
C08860	MNXM1369759				Decoside||Decogenin 3-O-alpha-L-oleandroside	
C08861	MNXM50682		cpd05758	CPD-22575	Diginatin||Diginatigenin 3-O-tridigitoxoside	
C08862	MNXM737361		cpd05759		Digitalin||Gitoxigenin 3-O-glucosyldigitaloside	
C08863	MNXM51357		cpd05760		Divaricoside||Divaside||Sarmentogenin 3-O-alpha-L-oleandroside	
C08864	MNXM51360		cpd05761		Divostroside||Sarmentogenin 3-O-alpha-L-diginoside	
C08865	MNXM52477		cpd05762		Eriocarpin	
C08866	MNXM54997		cpd05763	CPD-22578	Gitoxin||Gitoxigenin 3-O-tridigitoxoside	
C08867	MNXM55995		cpd05764		Hellebrigenin 3-acetate	
C08868	MNXM55996		cpd05765		Hellebrin||Hellebrigenin 3-O-glucosylrhamnoside	
C08869	MNXM56005		cpd05766		Helveticoside||Strophanthidin 3-O-beta-D-digitoxoside	
C08870	MNXM59604		cpd05767		Labriformidin	
C08871	MNXM59605		cpd05768		Labriformin	
C08872	MNXM59711		cpd05769		Lanceotoxin A	
C08873	MNXM59712		cpd05770		Lanceotoxin B	
C08874	MNXM60302		cpd05771		Lokundjoside||Bipindogenin 3-O-alpha-L-rhamnoside||Cuspidoside	
C08875	MNXM62664		cpd05772		Musaroside||Sarmutogenin 3-O-beta-D-digitaloside	
C08876	MNXM64462		cpd05773		Neriifolin||Digitoxigenin 3-(alpha-L-thevetoside)	
C08877	MNXM740413		cpd05774		Rhodexin A||Sarmentogenin 3-O-alpha-L-rhamnoside	
C08878	MNXM1104839		cpd05775		Sarmentoloside||Sarmentologenin 3-O-(6-deoxy-alpha-L-taloside)	
C08879	MNXM740509		cpd05776		Scillaren A||Scillarenin 3-O-glucosylrhamnoside	
C08880	MNXM740512		cpd05777		Scilliroside||Scillirosidin 3-O-beta-D-glucoside	
C08881	MNXM58584		cpd05778		k-Strophanthoside||Strophanthidin 3-diglucosylcymarose	
C08885	MNXM1107067		cpd05782		Agavoside A	
C08886	MNXM735809		cpd02872|cpd21981	25S-5-BETA-SPIROSTAN-3-BETA-OL-3-O-BET	Asparagoside A||(25S)-5beta-Spirostan-3beta-ol 3-O-beta-D-glucoside	seed(2)
C08887	MNXM735995		cpd05784	CPD-15881	Avenacoside A||Nuatigenin 3-O-{alpha-L-rhamnopyranosyl-(1->2)-[beta-D-glucopyranosyl-(1->4)]-beta-D-glucopyranoside}-26-O-beta-D-glucopyranoside	
C08888	MNXM735997		cpd05785	CPD-15879	Avenacoside B||Nuatigenin 3-O-{alpha-L-rhamnopyranosyl-(1->2)-[beta-D-glucopyranosyl-(1->3)-beta-D-glucopyranosyl-(1->4)]-beta-D-glucopyranoside}-26-O-beta-D-glucopyranoside	
C08889	MNXM736391		cpd05786		Capsicoside A	
C08890	MNXM47604		cpd05787		Convallagenin A	
C08891	MNXM736849		cpd05788		Convallamarogenin	
C08892	MNXM47607		cpd05789		Convallamaroside	
C08893	MNXM104029		cpd05790		Convallasaponin A	
C08894	MNXM1107405		cpd05791		Deltonin	
C08895	MNXM737172		cpd05792		Deltoside	
C08896	MNXM50688		cpd05793		Digitogenin	
C08897	MNXM737428		cpd05794|cpd31850	CPD-15438	Dioscin||3-O-[alpha-L-Rha-(1->4)-[alpha-L-Rha-(1->2)]-beta-D-Glc]diosgenin	seed(2)
C08898	MNXM741120		cpd05795|cpd33475	CPD-15437	Diosgenin||(3beta,25R)-Spirost-5-en-3-ol	seed(2)
C08899	MNXM54993		cpd05796		Gitogenin||(2alpha,3beta,5alpha,25R)-Spirostan-2,3-diol	
C08900	MNXM54994		cpd05797		Gitonin	
C08901	MNXM738163		cpd05798		Gracillin	
C08902	MNXM55956		cpd05799		Hecogenin||(3beta,5alpha,25R)-3-hydroxyspirostan-12-one	
C08904	MNXM1370701		cpd05800		Officinalisnin I	
C08905	MNXM65880		cpd05801		Osladin	
C08906	MNXM67660		cpd05802		Parillin	
C08907	MNXM25652		cpd05803|cpd32196	CPD-15469	Protodioscin	seed(2)
C08908	MNXM728464		cpd05804		Protogracillin	
C08909	MNXM81185		cpd05805		Ruscogenin||(1beta,3beta,25R)-Spirost-5-ene-1,3-diol	
C08910	MNXM81187		cpd05806		Ruscoside	
C08911	MNXM81549		cpd05807		Sarsaparilloside	
C08912	MNXM81550		cpd05808		Sarsasapogenin 3-O-4G-rhamnosylsophoroside	
C08913	MNXM30777		cpd05809		Smilagenin||(25R)-5beta-Spirostan-3beta-ol	
C08914	MNXM731519		cpd05810		Tigogenin||5-alpha-Spirostan-3-beta-ol	
C08917	MNXM1108433		cpd05813		Trigonelloside C||Asparasaponin I	
C08918	MNXM722652		cpd05814		Yamogenin||(3beta,25S)-Spirost-5-en-3-ol	
C08919	MNXM1112484		cpd05815		Yamogenin 3-O-neohesperidoside	
C08920	MNXM39890		cpd05816		Abrusoside A	
C08921	MNXM40385		cpd05817	CPD-24857	Aescin||Escin	
C08922	MNXM42587		cpd05818		Aridanin	
C08923	MNXM42759		cpd05819		Arvensoside A	
C08924	MNXM42880		cpd05820		Astragaloside III	
C08925	MNXM42887		cpd05821		Astrasieversianin XVI	
C08926	MNXM735993		cpd05822	CPD-10678	Avenacin A-1	
C08927	MNXM43051		cpd05823	CPD-16598	Avenacin B-2	
C08928	MNXM62615		cpd05824		Mulberrofuran C	
C08929	MNXM41581		cpd05825		alpha-Pyrufuran||1,3,4-Trimethoxy-2-dibenzofuranol	
C08930	MNXM43215		cpd05826		Azukisaponin III	
C08931	MNXM43337		cpd05827		Barringtogenol C	
C08932	MNXM736049		cpd05828		Bayogenin 3-O-cellobioside	
C08933	MNXM736364		cpd05829		Camellidin I	
C08934	MNXM736366		cpd05830		Camellidin II	
C08935	MNXM46783		cpd05831		Cimicifugoside	
C08936	MNXM47536		cpd05832		Colubrin	
C08937	MNXM47537		cpd05833		Colubrinoside	
C08938	MNXM47989		cpd05834		Cyclamin	
C08939	MNXM48110		cpd05835		Cyclofoetoside B	
C08940	MNXM49173		cpd05836		Desglucomusennin	
C08941	MNXM50350		cpd05837		Dianoside A	
C08942	MNXM51792		cpd05838		Echinocystic acid	
C08943	MNXM53395		cpd05839		Flaccidin B	
C08944	MNXM54984		cpd05840	CPD-15442	Ginsenoside Re	
C08945	MNXM726322		cpd05841	CPD-15441	Ginsenoside Rf	
C08946	MNXM105363		cpd05842	CPD-15445	Ginsenoside Rg1||(20S)-Ginsenoside Rg1||Sanchinoside C1	
C08947	MNXM55799		cpd05843		Gymnemic acid I	
C08948	MNXM44167		cpd05844		beta-Pyrufuran||1,2,4-Trimethoxy-3-dibenzofuranol	
C08949	MNXM55803		cpd05845		Gypenoside XXV	
C08950	MNXM738190		cpd05846	CPD-9470	Gypsogenin	
C08951	MNXM79619		cpd05847		Pseudorhodomyrtoxin||psi-Rhodomyrtoxin	
C08952	MNXM55805		cpd05848		Gypsogenin 3-O-rhamnosylglucuronide	
C08953	MNXM55958		cpd05849		Hederagenin 3-O-arabinoside||Cauloside A	
C08954	MNXM105938		cpd05850		alpha-Hederin	
C08955	MNXM44112		cpd05851		beta-Hederin	
C08956	MNXM738215		cpd05852		Helianthoside A	
C08957	MNXM57145		cpd05853		Ilexolide A	
C08958	MNXM59875		cpd05854		Lemmatoxin	
C08959	MNXM61276		cpd05855		Medicagenic acid 3-O-triglucoside	
C08960	MNXM62671		cpd05856		Musennin	
C08961	MNXM739206		cpd05857		Notoginsenoside R1	
C08962	MNXM65455		cpd05858		Olaxoside	
C08963	MNXM65464		cpd05859		Oleanoglycotoxin-A	
C08964	MNXM737262		cpd05860	CPD-9460	Oleanoic acid 3-O-glucuronide||Silphioside F	
C08965	MNXM73453		cpd05861		Pfaffic acid	
C08966	MNXM73454		cpd05862		Pfaffoside A	
C08967	MNXM739966		cpd05863		Phaseoloside D	
C08968	MNXM75285		cpd05864		Phytolaccoside B||Esculentoside B	
C08969	MNXM77018		cpd05865		Pittoside A	
C08970	MNXM78063		cpd05866		Primulasaponin	
C08971	MNXM78201		cpd05867		Propapyriogenin A2	
C08973	MNXM81129		cpd05869		Rotundioside B	
C08974	MNXM81389		cpd05870		Sainfuran	
C08975	MNXM81384		cpd05871		Saikosaponin A	
C08976	MNXM81385		cpd05872		Saikosaponin BK1	
C08977	MNXM81508		cpd05873		Saponoside D	
C08978	MNXM108784		cpd05874		Senegin II	
C08980	MNXM731989		cpd05876	CPD-7610	Soyasapogenol B||24-Hydroxysophoradiol	
C08982	MNXM82518		cpd05878		Soyasaponin A1	
C08983	MNXM735023		cpd05879	CPD-13255	Soyasaponin I	
C08984	MNXM1370770		cpd05880		Spinasaponin A	
C08987	MNXM1372509				Tubeimoside I	
C08991	MNXM741150		cpd05887		Ziziphin	
C08994	MNXM15835		cpd05890	CPD-11558	Aloesin	
C08995	MNXM43013		cpd05891		Aurasperone D	
C08996	MNXM44264		cpd05892		Biflorin	
C08997	MNXM45047		cpd05893		Butyrylmallotochromene||1-Butanone, 1-(6-((3-acetyl-2,4-dihydroxy-6-methoxy-5-methylphenyl)methyl)-5,7-dihydroxy-2,2-dimethyl-2H-1-benzopyran-8-yl)-	
C08998	MNXM16518		cpd05894	CPD-7174	Cannabichromene||CBC	
C08999	MNXM45427		cpd05895		Capillarisin	
C09000	MNXM46784		cpd05896		Cimifugin	
C09001	MNXM487518		cpd05897		5,7-Dihydroxychromone	
C09002	MNXM39253		cpd05898		8-(3,3-Dimethylallyl)spatheliachromene	
C09003	MNXM34350		cpd05899		2,2-Dimethyl-8-prenylchromene 6-carboxylic acid	
C09004	MNXM737537		cpd05900		Drummondin A	
C09005	MNXM52056		cpd05901		Encecalin||1-(7-Methoxy-2,2-dimethyl-2H-1-benzopyran-6-yl)ethanone	
C09006	MNXM52971		cpd05902		Eupatoriochromene||1-(7-Hydroxy-2,2-dimethyl-2H-1-benzopyran-6-yl)-ethanone	
C09007	MNXM53470		cpd05903		Flindersiachromone||2-(2-Phenylethyl)chromone	
C09008	MNXM53929		cpd05904		Frutinone A	
C09009	MNXM57845		cpd05905		Isobutyrylmallotochromene	
C09010	MNXM59104		cpd05906		Khellin	
C09011	MNXM59105		cpd05907		Khellol glucoside||Khelloside	
C09012	MNXM59789		cpd05908		Lathodoratin	
C09013	MNXM60999		cpd05909		Mallotochromene	
C09014	MNXM38258		cpd05910		5-O-Methylalloptaeroxylin||Perforatin A	
C09015	MNXM738888		cpd05911		Methylripariochromene A	
C09016	MNXM38270		cpd05912		5-O-Methylvisamminol	
C09017	MNXM77966		cpd05913		Precocene I||Precocene 1	
C09018	MNXM77967		cpd05914		Precocene II||Precocene 2	
C09019	MNXM32688		cpd05915		1-Acetylaspidoalbidine	
C09020	MNXM40312		cpd05916		Adifoline	
C09021	MNXM40390		cpd05917		Affinine||17-Hydroxyvobasan-3-one	
C09022	MNXM40391		cpd05918		Affinisine	
C09023	MNXM40469		cpd05919	CPD-12357	Agroclavine	
C09024	MNXM102409		cpd05920	CPD-21568	Ajmalicine||Raubasine	
C09025	MNXM1363728			CPD-21553	Akuammicine	
C09026	MNXM40489		cpd05922		Akuammidine||Rhazin	
C09027	MNXM40491		cpd05923		Akuammine	
C09028	MNXM491419		cpd05924		Alstonine	
C09029	MNXM79649		cpd05925		Ptaerochromenol	
C09030	MNXM79650		cpd05926		Ptaeroglycol	
C09031	MNXM79701		cpd05927		Pulverochromenol	
C09032	MNXM42112		cpd05928		Angustine	
C09033	MNXM42284		cpd05929		Antirhine	
C09034	MNXM1369449				Apodine	
C09035	MNXM42433		cpd05931		Apovincamine	
C09036	MNXM30256		cpd05932		(-)-Apparicine	
C09037	MNXM42586		cpd05933		Aricine	
C09038	MNXM42837		cpd05934		Aspidoalbine	
C09039	MNXM735966		cpd05935|cpd17681		Aspidodasycarpine	kegg(2),seed(2)
C09040	MNXM1369467				Aspidofractine	
C09041	MNXM42841		cpd05937		Aspidospermatine	
C09042	MNXM491656		cpd05938		Aspidospermine	
C09043	MNXM43025		cpd05939		Auricularine	
C09044	MNXM80509		cpd05940		Quinquangulin	
C09045	MNXM1369488				Baloxine	
C09046	MNXM44483		cpd05942		Bleekerine	
C09047	MNXM81170		cpd05943	CPD-18242	Rubrofusarin	
C09048	MNXM82527		cpd05944		Spathelia bischromene||2,2,6,6,10-Pentamethyl-2H,6H,12H-benzo[1,2-b:3,4-b':5,6-b'']tripyran-12-one	
C09050	MNXM44557		cpd05946		Bonafousine	
C09051	MNXM44617		cpd05947		Borrecapine	
C09052	MNXM44620		cpd05948		Borreline	
C09053	MNXM40837		cpd05949		Alloimperatorin	
C09054	MNXM44621		cpd05950		Borrerine	
C09055	MNXM38561		cpd05951		6-Acetylpicropolin	
C09056	MNXM41917		cpd05952		Ammoresinol	
C09057	MNXM40205		cpd05953		Acutilol A	
C09058	MNXM40479		cpd05954		Ajugarin I	
C09059	MNXM726066		cpd05955		Alectrol||Orobanchyl acetate	
C09060	MNXM3913		cpd05956	CPD-9815	Angelicin||Isopsoralen	
C09061	MNXM40836		cpd05957		Allogibberic acid	
C09062	MNXM42191		cpd05958		Antheridic acid||Antheridiogen-An	
C09063	MNXM42799		cpd05959		Asebotoxin II	
C09064	MNXM735973				Atractyloside	
C09065	MNXM43288		cpd05961		Baliospermin	
C09066	MNXM45185		cpd05962	CPD-16466	Cafestol	
C09067	MNXM45281		cpd05963		Callicarpone	
C09068	MNXM45375		cpd05964		Candletoxin A	
C09069	MNXM45695		cpd05965		Carnosol	
C09070	MNXM736435		cpd05966		Caryoptin	
C09071	MNXM45753		cpd05967		Cascarillin	
C09072	MNXM723671		cpd05968	CPD-18857	2,7,11-Cembratrien-4,6-diol	
C09073	MNXM46258		cpd05969		Chasmanthin	
C09074	MNXM47214		cpd05970		Clerodendrin A	
C09075	MNXM103903		cpd05971		Clerodin||3-Deoxycaryoptinol	
C09076	MNXM53812		cpd05972	CPD-23990	Coleonol||Colforsin||Forskolin	
C09077	MNXM47538		cpd05973		Columbin	
C09078	MNXM1369669				Cotylenin F	
C09079	MNXM47986		cpd05975	CPD-26040	Cyathin A3	
C09080	MNXM48755		cpd05976		Daphnetoxin	
C09081	MNXM39214		cpd05977		7beta,12alpha-Dihydroxykaurenolide	
C09082	MNXM44622		cpd05978		Borreverine	
C09083	MNXM44694		cpd05979		Brevicolline	
C09084	MNXM1363481		cpd05980	CPD-24093	Brucine	
C09085	MNXM45251		cpd05981		Calebassone||C-Calebassine	
C09086	MNXM33237		cpd05982		Diterpenoid EF-D||12-Deoxy-phorbol-13-alpha-methylbutyrate-20-acetate	
C09087	MNXM51314		cpd05983		Diterpenoid SP-II	
C09088	MNXM1369562				Callichiline	
C09089	MNXM16503		cpd05985		Calligonine||Elaeagnine||Tetrahydroharman	
C09090	MNXM104842		cpd05986		Enmein	
C09091	MNXM37422		cpd05987		Euphorbia factor Ti2	
C09092	MNXM53319		cpd05988	CPD-16534	Ferruginol||Abieta-8,11,13-trien-12-ol	
C09093	MNXM737952		cpd05989		Fusicoccin H	
C09094	MNXM1101171		cpd05990	CPD-9087	Geranylgeraniol||2,6,10,14-Hexadecatetraen-1-ol, 3,7,11,15-tetramethyl-	
C09095	MNXM55509		cpd05991		Gnidicin	
C09096	MNXM55511		cpd05992		Gnididin	
C09097	MNXM733656		cpd05993		Calycanthidine	
C09098	MNXM45417		cpd05994		Canthin-6-one||6H-Indolo(3,2,1-de)(1,5)naphthyridin-6-one	
C09099	MNXM1108310		cpd05995	NARINGENIN-7-O-BETA-D-GLUCOSIDE	Naringenin 7-O-beta-D-glucoside||Prunin	
C09100	MNXM45472		cpd05996		Caracurine V	
C09101	MNXM55510		cpd05997		Gnididilatin	
C09102	MNXM55512		cpd05998		Gniditrin	
C09103	MNXM738170		cpd05999		Grayanotoxin I||Rhodotoxine	
C09104	MNXM55852		cpd06000		Hallactone A	
C09105	MNXM55853		cpd06001		Hallactone B	
C09106	MNXM45478		cpd06002		Carapanaubine	
C09107	MNXM738262		cpd06003	CPD-7859	Catharanthine	
C09108	MNXM105610		cpd06004		Huratoxin	
C09109	MNXM56961		cpd06005		Hymatoxin A	
C09110	MNXM57390		cpd06006		Ineketone	
C09111	MNXM726346		cpd06007		Inflexin||3beta,11beta-Diacetoxy-1alpha-hydroxykaura-16-ene-6,15-dione	
C09112	MNXM57397		cpd06008		Ingenol	
C09113	MNXM57398		cpd06009		Ingenol 3,20-dibenzoate	
C09114	MNXM57549		cpd06010		Inumakilactone A glycoside	
C09115	MNXM57915		cpd06011		Isodomedin	
C09116	MNXM735913		cpd06012		Archangelicin	
C09117	MNXM57917		cpd06013		Isodonal	
C09118	MNXM1371974		cpd06014		Isopimaric acid	
C09119	MNXM58528		cpd06015		Jatrophatrione	
C09120	MNXM738475		cpd06016		Jatrophone	
C09121	MNXM58553		cpd06017		Jodrellin A	
C09122	MNXM58935		cpd06018		Kansuinine B	
C09123	MNXM42918		cpd06019		Athamantin	
C09124	MNXM35213		cpd06020		2-Ketoepimanool	
C09125	MNXM59792		cpd06021		Lathyrol	
C09126	MNXM1371298		cpd06022|cpd24409	CPD-3421	Genistin||Genistein 7-O-beta-D-glucoside	seed(2)
C09127	MNXM61075		cpd06023		Mancinellin	
C09128	MNXM61188		cpd06024	CPD-20439	Marrubiin	
C09129	MNXM45838		cpd06025		Catharine	
C09130	MNXM45930		cpd06026		Ceceline	
C09131	MNXM10913		cpd06027|cpd23371	CPD-12356	Chanoclavine-I	seed(2)
C09132	MNXM61192		cpd06028		Mascaroside	
C09133	MNXM736539		cpd06029		(-)-Chimonanthine	
C09134	MNXM62003		cpd06030		Mezerein	
C09135	MNXM62507		cpd06031		Montanin	
C09136	MNXM62508		cpd06032		Montanin A	
C09137	MNXM62509		cpd06033		Montanol	
C09138	MNXM64123		cpd06034		Nagilactone C	
C09139	MNXM1107382		cpd06035		Coronaridine||(-)-Coronaridine	
C09140	MNXM1364003		cpd06036		Neocembrene||(1E,5E,9E,12R)-1,5,9-Trimethyl-12-(propan-2-en-2-yl)cyclotetradeca-1,5,9-triene||(R)-Cembrene A||Cembrene A	
C09141	MNXM45049		cpd06037		Byakangelicin	
C09142	MNXM47846		cpd06038		Cryptolepine	
C09143	MNXM739891		cpd06039		Pedilstatin||12-O-2Z,4E-Octadienoyl-4-deoxyphorbol 13-acetate	
C09144	MNXM45059		cpd06040		C-Curarine||C-Curarine I	
C09145	MNXM1370710		cpd06041|cpd34940	CPD-18465	Ophiobolin A	seed(2)
C09146	MNXM51771		cpd06042		Eburnamine||(-)-Eburnamine||(14alpha)-14,15-Dihydroeburnamenin-14-ol	
C09147	MNXM45200		cpd06043		Calanolide A	
C09148	MNXM65869		cpd06044	CPD-7093	Oryzalexin A	
C09149	MNXM51772		cpd06045		Eburnamonine||Vinburnine	
C09150	MNXM33629		cpd06046		17-Oxogrindelic acid	
C09151	MNXM67511		cpd06047		Palmarin	
C09152	MNXM51803		cpd06048		Echitamine	
C09153	MNXM33524		cpd06049		12-O-Palmitoyl-16-hydroxyphorbol 13-acetate||Croton factor F1	
C09154	MNXM51974		cpd06050	CPD-17667	Ellipticine	
C09155	MNXM75063		cpd06051		Phorbol	
C09156	MNXM52380		cpd06052		Epivoacorine	
C09157	MNXM75066		cpd06053		Phorbol 12-tiglate 13-decanoate	
C09158	MNXM45301		cpd06054		Calophyllolide	
C09159	MNXM30141		cpd06055		(+)-Pimaric acid||Dextropimaric acid	
C09160	MNXM60727		cpd06056		Ergine||Lysergamide	
C09161	MNXM76604		cpd06057		Pimelea factor P2||Daphnopsis factor R1	
C09162	MNXM52453		cpd06058		Ergocornine	
C09163	MNXM100790		cpd06059	CPD-23297	Pisiferic acid	
C09164	MNXM52454		cpd06060		Ergocristine	
C09165	MNXM46241		cpd06061		Chalepensin||3-(alpha,alpha-Dimethylallyl)psoralen	
C09166	MNXM77085		cpd06062		Plaunol B	
C09167	MNXM52459		cpd06063		Ergosine	
C09168	MNXM77086		cpd06064		Plaunol D	
C09169	MNXM77096		cpd06065		Pleuromutilin||Pleuromulin	
C09170	MNXM52576		cpd06066		Eseramine||(3aS-cis)-3,3a,8,8a-Tetrahydro-N,3a,8-trimethyl-5-[[(methylamino)carbonyl]oxy]-pyrrolo[2,3-b]indole-1(2H)-carboxamide	
C09171	MNXM77150		cpd06067		Podocarpic acid	
C09172	MNXM77151		cpd06068		Podolactone B	
C09173	MNXM77152		cpd06069		Podolide	
C09174	MNXM77806		cpd06070		Ponalactone A	
C09175	MNXM77866		cpd06071		Portulal	
C09176	MNXM52577		cpd06072		Eseridine	
C09177	MNXM78014		cpd06073	CPD-20440	Premarrubiin	
C09178	MNXM80695		cpd06074		Resiniferonol	
C09179	MNXM1112407		cpd06075		Resiniferatoxin||RTX	
C09180	MNXM80867		cpd06076		Rhodojaponin IV	
C09181	MNXM46256		cpd06077		Chartreusin	
C09182	MNXM81140		cpd06078		Royleanone	
C09183	MNXM736950		cpd06079	CPD-10110	Sclareol||(13R)-Labd-14-ene-8alpha,13-diol	
